Question,gt_sparql,generated_sparql,BLEU,Jaccard,BERTScore
How many papers did the authors of 'Recall via transient neuronal firing' publish?,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/nn/Chover94> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/nn/Chover94> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x } 
```",0.7916963878457504,1.0,"(0.9908626675605774, 0.9907738566398621, 0.9908182621002197)"
How many papers did the authors of the paper 'An Investigation into Feature Effectiveness for Multimedia Hyperlinking' publish in 2014?,SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/mmm/ChenEJO14> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2014' },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/mmm/ChenEJO14> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2014' }
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
How many papers did the authors of 'Typological Universals as Reflections of Biased Learning: Evidence from Artificial Language Learning' publish?,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/llc/Culbertson12> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/llc/Culbertson12> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x } 
```",0.7916963878457504,1.0,"(0.9912639260292053, 0.9911903142929077, 0.9912270903587341)"
"In 2016, how many papers did the authors of 'Cyber Incident Classifications Using Ontology-Based Knowledge Representation for Cybersecurity Insurance in Financial Industry' publish?",SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/cscloud/ElnagdyQG16a> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2016' },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/cscloud/ElnagdyQG16a> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2016' } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
What is the count of papers published by the authors of 'A Hybrid-coded Human Learning Optimization for mixed-variable optimization problems' in 2017?,SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/kbs/WangPMPFP17> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2017' },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/kbs/WangPMPFP17> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2017' } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
How many publications did the authors of the paper 'Interweaved Prediction for Video Coding' publish in IEEE Trans. Image Process.?,SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/tip/ZhangZLXDW20> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Image Process.' },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/tip/ZhangZLXDW20> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Image Process.' }
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
How many papers did the authors of 'Automatic Detection of Potential Automation Surprises for ADEPT Models' publish in IEEE Trans. Hum. Mach. Syst.?,SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/thms/CombefisGP16> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Hum. Mach. Syst.' },"SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/thms/CombefisGP16> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Hum. Mach. Syst.' } 
",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Count the papers published by the authors of 'Smartphone use does not have to be rude: making phones a collaborative presence in meetings' in Mobile HCI.,SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/mhci/BohmerST13> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Mobile HCI' },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/mhci/BohmerST13> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Mobile HCI' } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
How many different affiliations do the authors of 'Optimal-Delay-Guaranteed Energy Efficient Cooperative Offloading in VEC Networks' have?,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/globecom/0001YHGS20> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },"```sparql
SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/globecom/0001YHGS20> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"How many different affiliations do the authors of 'Action-oriented, Accountable, and Inter(Active) Learning Analytics for Learners' have?",SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/lak/KnightA16> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },"```sparql
SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/lak/KnightA16> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer }
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
How many publications did the authors of 'Wireless Scheduling with Delayed CSI: When Distributed Outperforms Centralized' publish?,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/tmc/JohnstonM18> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/tmc/JohnstonM18> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x } 
```",0.7916963878457504,1.0,"(0.9910181164741516, 0.9909995794296265, 0.9910088181495667)"
What is the count of papers published by the authors of 'ISO Security Standards as a Leverage on IT Security Management' in 2007?,SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/amcis/TashiG07> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2007' },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/amcis/TashiG07> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2007' } 
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Count the different affiliations of the authors of 'Toward Improving Engagement in Neural Rehabilitation: Attention Enhancement Based on Brain-Computer Interface and Audiovisual Feedback'.,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/tamd/WangWH20> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },"```sparql
SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/tamd/WangWH20> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Count the papers published by the authors of 'A Network Edge Monitoring Approach for Real-Time Data Streaming Applications' in 2017.,SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/gecon/TaherizadehTJZS16> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2017' },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/gecon/TaherizadehTJZS16> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2017' } 
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Count the papers published by the authors of 'Pre-layout estimation of performance and design of basic analog circuits in stress enabled technologies' in 2015.,SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/vdat/SharmaMADB15> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2015' },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/vdat/SharmaMADB15> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2015' }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
How many papers did the authors of the paper 'A Three-terminal Non-Volatile Ferroelectric Switch with an Insulator-Metal Transition Channel' publish?,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/corr/abs-2108-12091> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/corr/abs-2108-12091> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x }
```",0.7916963878457504,1.0,"(0.9915880560874939, 0.9915183186531067, 0.9915531873703003)"
Count the papers published by the authors of 'A Visualization Approach for Adaptive Consent in the European Data Protection Framework' in CeDEM.,SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/cedem/RossiP17> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#publishedIn> 'CeDEM' },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/cedem/RossiP17> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#publishedIn> 'CeDEM' } 
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
How many publications did the authors of 'Learning and Using the Cognitive Walkthrough Method: A Case Study Approach' publish?,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/chi/JohnP95> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/chi/JohnP95> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x } 
```",0.7916963878457504,1.0,"(0.9909626245498657, 0.9908592700958252, 0.9909109473228455)"
"In 2014, how many papers did the authors of 'Classification of cardiac magnetic resonance image type and orientation' publish?",SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/icip/WaelF14> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2014' },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/icip/WaelF14> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2014' } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
How many publications did the authors of the publication 'A Co-adaptive Training Paradigm for Motor Imagery Based Brain-Computer Interface' publish?,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/isnn/XiaZXLLH12> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/isnn/XiaZXLLH12> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x } 
```",0.7916963878457504,1.0,"(0.9911977052688599, 0.9911486506462097, 0.9911732077598572)"
How many publications did the authors of the paper 'The Simultaneous Approximation of Quasi-Hermite Interpolation on the Weighted Mean Norm' publish in Int. J. Wavelets Multiresolution Inf. Process.?,SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/ijwmip/XuCW09> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Int. J. Wavelets Multiresolution Inf. Process.' },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/ijwmip/XuCW09> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Int. J. Wavelets Multiresolution Inf. Process.' }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
What is the count of different affiliations of the authors of 'Experimental Validation of Wave Induced Disturbances for Predictive Station Keeping of a Remotely Operated Vehicle'?,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/ral/WalkerGACSKG21> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },"```sparql
SELECT (COUNT(DISTINCT ?affiliation) AS ?count) WHERE { <https://dblp.org/rec/journals/ral/WalkerGACSKG21> <https://dblp.org/rdf/schema#authoredBy> ?author . ?author <https://dblp.org/rdf/schema#primaryAffiliation> ?affiliation } 
```",0.3943168375847629,0.9629629629629629,"(0.9797054529190063, 0.9784477949142456, 0.9790762066841125)"
Count the papers published by the authors of 'An implementation independent approach to cache memories' in 1987.,SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/sigarch/Bril87> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '1987' },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/sigarch/Bril87> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '1987' }
```",1.0,1.0,"(0.9999998807907104, 0.9999998807907104, 0.9999998807907104)"
Count the papers published by the authors of 'The Initialization and Parameter Setting Problem in Tensor Decomposition-Based Link Prediction'.,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/dsaa/FernandesTG17> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/dsaa/FernandesTG17> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x }
```",0.7916963878457504,1.0,"(0.9910751581192017, 0.9910809993743896, 0.9910780787467957)"
Count the different affiliations of the authors of 'A combinatorial characterisation of embedded polar spaces'.,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/dm/BeuleB18> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },"```sparql
SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/dm/BeuleB18> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer }
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
What is the count of papers published by the authors of 'Statistical Dynamics of Flowing Red Blood Cells by Morphological Image Processing' in 2009?,SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/ploscb/HigginsEBM09> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2009' },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/ploscb/HigginsEBM09> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2009' }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
How many papers did the authors of 'Resource allocation algorithm considering a priority of service classes for WiMedia UWB system' publish in ICUIMC?,SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/icuimc/GoKOML09> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ICUIMC' },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/icuimc/GoKOML09> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ICUIMC' }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Count the papers published by the authors of 'Iterative rake receiver with map channel estimation for ds-cdma systems - R\u00E9cepteur en r\u00E2teauiteratif avec estimation de canal au maximum a posteriori pour syst\u00E8mes amrc' in 1999.,SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/adt/SialaD99> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '1999' },SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/adt/SialaD99> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '1999' },1.0,1.0,"(1.0, 1.0, 1.0)"
How many papers did the authors of 'Downlink data transmission scheduling algorithms in wireless networks' publish in Simul. Model. Pract. Theory?,SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/simpra/Li11> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Simul. Model. Pract. Theory' },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/simpra/Li11> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Simul. Model. Pract. Theory' } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
How many different affiliations do the authors of the paper 'Concurrent design for mass customization' have?,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/bpmj/TsengJ98> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },"```sparql
SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/bpmj/TsengJ98> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Count the different affiliations of the authors of 'Lifestyles and Cycling Behavior - Data from a Cross-Sectional Study'.,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/data/LoidlWHKI19> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },"```sparql
SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/data/LoidlWHKI19> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
How many different affiliations do the authors of the paper '\u21122-\u2112\u221E Output Feedback Controller Design for Fuzzy Systems Over Switching Parameters' have?,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/tfs/SuXSBZ18> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },"```sparql
SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/tfs/SuXSBZ18> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
How many papers did the authors of the paper 'Browsing' publish?,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/reference/db/Wittenburg18> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/reference/db/Wittenburg18> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x  } 
```",0.7916963878457504,1.0,"(0.9897441864013672, 0.9867843389511108, 0.9882620573043823)"
How many different affiliations do the authors of 'Context-dependent point process models for keyword search and detection-based ASR' have?,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/icassp/LiuJK16> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },"```sparql
SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/icassp/LiuJK16> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
How many papers did the authors of the paper 'Nonlinear Power-Like and SVD-Like Iterative Schemes with Applications to Entangled Bipartite Rank-1 Approximation' publish in 2021?,SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/siamsc/ChuL21> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2021' },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/siamsc/ChuL21> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#yearOfPublication> '2021' }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
What is the count of different affiliations of the authors of 'Inquiry-based approaches in K-12 classrooms to empower the next generation STEM workforce'?,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/fie/SeshaiyerSPLCG14> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },"```sparql
SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/conf/fie/SeshaiayerSPLCG14> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> ?answer }
```",0.8003203203844999,1.0,"(0.9946310520172119, 0.9953060150146484, 0.9949684143066406)"
How many papers did the authors of 'The discretised lognormal and hooked power law distributions for complete citation data: Best options for modelling and regression' publish in J. Informetrics?,SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/joi/Thelwall16a> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#publishedIn> 'J. Informetrics' },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/joi/Thelwall16a> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#publishedIn> 'J. Informetrics' } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Count the papers published by the authors of 'Morphogenesis of active shells'.,SELECT (COUNT(DISTINCT ?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/biosystems/CherdantsevG12> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x },"```sparql
SELECT DISTINCT (COUNT(?answer) AS ?count) WHERE { <https://dblp.org/rec/journals/biosystems/CherdantsevG12> <https://dblp.org/rdf/schema#authoredBy> ?x . ?answer <https://dblp.org/rdf/schema#authoredBy> ?x } 
```",0.7916963878457504,1.0,"(0.9917762279510498, 0.9917092323303223, 0.991742730140686)"
