Question,GT SPARQL,Generated SPARQL,BLEU,Jaccard,BERTScore
"Did the author Zeshun Shi not publish the paper 'When Blockchain Meets Auction Models: A Survey, Some Applications, and Challenges'?",ASK { <https://dblp.org/rec/journals/corr/abs-2110-12534> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/246/7190> FILTER NOT EXISTS { <https://dblp.org/rec/journals/corr/abs-2110-12534> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/246/7190> } },ASK { <https://dblp.org/rec/journals/corr/abs-2110-12534> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/246/7190> FILTER NOT EXISTS { <https://dblp.org/rec/journals/corr/abs-2110-12534> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/246/7190> } },1.0,1.0,"(1.0, 1.0, 1.0)"
"Have Wu, C. and E. P. Kerr not co-authored the paper 'Transparent Modelling of Risk Assessment factors for Assisted Living'?",ASK { <https://dblp.org/rec/conf/ssci/VanceCKLTKGMW18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/26/1959> . <https://dblp.org/rec/conf/ssci/VanceCKLTKGMW18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/228/1581> FILTER NOT EXISTS { <https://dblp.org/rec/conf/ssci/VanceCKLTKGMW18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/26/1959> . <https://dblp.org/rec/conf/ssci/VanceCKLTKGMW18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/228/1581> } },ASK { <https://dblp.org/rec/conf/ssci/VanceCKLTKGMW18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/26/1959> . <https://dblp.org/rec/conf/ssci/VanceCKLTKGMW18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/228/1581> FILTER NOT EXISTS { <https://dblp.org/rec/conf/ssci/VanceCKLTKGMW18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/26/1959> . <https://dblp.org/rec/conf/ssci/VanceCKLTKGMW18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/228/1581> } },1.0,1.0,"(1.0, 1.0, 1.0)"
Wasn't the paper 'Faithful Implementations of Distributed Algorithms and Control Laws' not published by the author Takashi Tanaka?,ASK { <https://dblp.org/rec/journals/corr/TanakaFL13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/97/6811> FILTER NOT EXISTS { <https://dblp.org/rec/journals/corr/TanakaFL13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/97/6811> } },ASK { <https://dblp.org/rec/journals/corr/TanakaFL13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/97/6811> },0.2635971381157267,0.8775510204081632,"(0.9164260625839233, 0.9394253492355347, 0.927783191204071)"
Was the paper 'An Operating System Infrastructure for Remote Code Update in Deeply Embedded Systems' not co-authored by the authors Giovani G. and Ant\u00F4nio Augusto Fr\u00F6hlich?,ASK { <https://dblp.org/rec/conf/hotswup/GracioliF08> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/3248> . <https://dblp.org/rec/conf/hotswup/GracioliF08> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/43/6521> FILTER NOT EXISTS { <https://dblp.org/rec/conf/hotswup/GracioliF08> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/3248> . <https://dblp.org/rec/conf/hotswup/GracioliF08> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/43/6521> } },ASK { <https://dblp.org/rec/conf/hotswup/GracioliF08> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/3248> . <https://dblp.org/rec/conf/hotswup/GracioliF08> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/43/6521> FILTER NOT EXISTS { <https://dblp.org/rec/conf/hotswup/GracioliF08> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/3248> . <https://dblp.org/rec/conf/hotswup/GracioliF08> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/43/6521> } },1.0,1.0,"(1.0, 1.0, 1.0)"
Was the paper 'Energy Efficiency Resource Allocation for MIMO Cognitive Radio with Multiple Antenna Spectrum Sensing' not published by Xiaomin Mu in KSII Trans. Internet Inf. Syst.?,ASK { <https://dblp.org/rec/journals/itiis/NingYMLH15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/6561> . <https://dblp.org/rec/journals/itiis/NingYMLH15> <https://dblp.org/rdf/schema#publishedIn> 'KSII Trans. Internet Inf. Syst.' FILTER NOT EXISTS { <https://dblp.org/rec/journals/itiis/NingYMLH15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/6561> . <https://dblp.org/rec/journals/itiis/NingYMLH15> <https://dblp.org/rdf/schema#publishedIn> 'KSII Trans. Internet Inf. Syst.' } },ASK { <https://dblp.org/rec/journals/itiis/NingYMLH15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/6561> . <https://dblp.org/rec/journals/itiis/NingYMLH15> <https://dblp.org/rdf/schema#publishedIn> 'KSII Trans. Internet Inf. Syst.' FILTER NOT EXISTS { <https://dblp.org/rec/journals/itiis/NingYMLH15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/6561> . <https://dblp.org/rec/journals/itiis/NingYMLH15> <https://dblp.org/rdf/schema#publishedIn> 'KSII Trans. Internet Inf. Syst.' } },1.0,1.0,"(1.0, 1.0, 1.0)"
"Was the paper 'ImmQuant: a user-friendly tool for inferring immune cell-type composition from gene-expression data' not co-authored by Frishberg, Amit and Brodt, Avital?",ASK { <https://dblp.org/rec/journals/bioinformatics/FrishbergBSG16> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/173/1938> . <https://dblp.org/rec/journals/bioinformatics/FrishbergBSG16> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/157/3298> FILTER NOT EXISTS { <https://dblp.org/rec/journals/bioinformatics/FrishbergBSG16> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/173/1938> . <https://dblp.org/rec/journals/bioinformatics/FrishbergBSG16> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/157/3298> } },ASK { <https://dblp.org/rec/journals/bioinformatics/FrishbergBSG16> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/173/1938> . <https://dblp.org/rec/journals/bioinformatics/FrishbergBSG16> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/157/3298> FILTER NOT EXISTS { <https://dblp.org/rec/journals/bioinformatics/FrishbergBSG16> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/173/1938> . <https://dblp.org/rec/journals/bioinformatics/FrishbergBSG16> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/157/3298> } },1.0,1.0,"(1.0, 1.0, 1.0)"
Has Arturo Yoshiyuki Umeyama not published in IEEE Access?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/195/8408> . ?x <https://dblp.org/rdf/schema#publishedIn> 'IEEE Access' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/195/8408> . ?x <https://dblp.org/rdf/schema#publishedIn> 'IEEE Access' } },ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/195/8408> . FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#publishedIn> 'IEEE Access' } },0.4971240502102364,1.0,"(0.9419066905975342, 0.9542463421821594, 0.9480364322662354)"
Was the paper 'Traffic management mechanism for fast arbitrations with QoS parameters' not published by Prasad N. Golla in GLOBECOM?,ASK { <https://dblp.org/rec/conf/globecom/GollaDO03a> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/03/5458> . <https://dblp.org/rec/conf/globecom/GollaDO03a> <https://dblp.org/rdf/schema#publishedIn> 'GLOBECOM' FILTER NOT EXISTS { <https://dblp.org/rec/conf/globecom/GollaDO03a> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/03/5458> . <https://dblp.org/rec/conf/globecom/GollaDO03a> <https://dblp.org/rdf/schema#publishedIn> 'GLOBECOM' } },ASK { <https://dblp.org/rec/conf/globecom/GollaDO03a> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/03/5458> . <https://dblp.org/rec/conf/globecom/GollaDO03a> <https://dblp.org/rdf/schema#publishedIn> 'GLOBECOM' FILTER NOT EXISTS { <https://dblp.org/rec/conf/globecom/GollaDO03a> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/03/5458> . <https://dblp.org/rec/conf/globecom/GollaDO03a> <https://dblp.org/rdf/schema#publishedIn> 'GLOBECOM' } },1.0,1.0,"(1.0, 1.0, 1.0)"
"Was the paper 'A comprehensive study of queue management as a DoS counter-measure' not co-authored by the authors Fernandez, Jos\u00E9 M. and Boteanu, D.?",ASK { <https://dblp.org/rec/journals/ijisec/BoteanuF13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/74/3001-1> . <https://dblp.org/rec/journals/ijisec/BoteanuF13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/68> FILTER NOT EXISTS { <https://dblp.org/rec/journals/ijisec/BoteanuF13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/74/3001-1> . <https://dblp.org/rec/journals/ijisec/BoteanuF13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/68> } },ASK { <https://dblp.org/rec/journals/ijisec/BoteanuF13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/74/3001-1> . <https://dblp.org/rec/journals/ijisec/BoteanuF13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/68> FILTER NOT EXISTS { <https://dblp.org/rec/journals/ijisec/BoteanuF13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/74/3001-1> . <https://dblp.org/rec/journals/ijisec/BoteanuF13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/68> } },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Has Adam Kilgarriff not published in INLG?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/06/5338> . ?x <https://dblp.org/rdf/schema#publishedIn> 'INLG' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/06/5338> . ?x <https://dblp.org/rdf/schema#publishedIn> 'INLG' } },ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/06/5338> . ?x <https://dblp.org/rdf/schema#publishedIn> 'INLG' },0.301194211912202,0.88,"(0.9344290494918823, 0.9539168477058411, 0.9440723657608032)"
"Has the paper 'Efficient and Scalable Method for Processing Top-k Spatial Boolean Queries' not been published by Wolfson, Ouri in International Conference on Scientific and Statistical Data Base Management?",ASK { <https://dblp.org/rec/conf/ssdbm/CaryWR10> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/w/OuriWolfson> . <https://dblp.org/rec/conf/ssdbm/CaryWR10> <https://dblp.org/rdf/schema#publishedIn> 'SSDBM' FILTER NOT EXISTS { <https://dblp.org/rec/conf/ssdbm/CaryWR10> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/w/OuriWolfson> . <https://dblp.org/rec/conf/ssdbm/CaryWR10> <https://dblp.org/rdf/schema#publishedIn> 'SSDBM' } },ASK { <https://dblp.org/rec/conf/ssdbm/CaryWR10> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/w/OuriWolfson> . <https://dblp.org/rec/conf/ssdbm/CaryWR10> <https://dblp.org/rdf/schema#publishedIn> 'SSDBM' FILTER NOT EXISTS { <https://dblp.org/rec/conf/ssdbm/CaryWR10> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/w/OuriWolfson> . <https://dblp.org/rec/conf/ssdbm/CaryWR10> <https://dblp.org/rdf/schema#publishedIn> 'SSDBM' } },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Did the author Robert G. Babb II not publish in Sci. Program.?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/35/2680> . ?x <https://dblp.org/rdf/schema#publishedIn> 'Sci. Program.' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/35/2680> . ?x <https://dblp.org/rdf/schema#publishedIn> 'Sci. Program.' } },"ASK { FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/35/2680> . ?x <https://dblp.org/rdf/schema#publishedIn> ""Sci. Program."" } }",0.4043051641641218,0.9615384615384616,"(0.9367758631706238, 0.9460148811340332, 0.9413726329803467)"
Wasn't the paper 'Recoverable one-dimensional encoding of three-dimensional protein structures' published by the author Akira R. Kinjo in Bioinform.?,ASK { <https://dblp.org/rec/journals/bioinformatics/KinjoN05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/02/2937> . <https://dblp.org/rec/journals/bioinformatics/KinjoN05> <https://dblp.org/rdf/schema#publishedIn> 'Bioinform.' FILTER NOT EXISTS { <https://dblp.org/rec/journals/bioinformatics/KinjoN05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/02/2937> . <https://dblp.org/rec/journals/bioinformatics/KinjoN05> <https://dblp.org/rdf/schema#publishedIn> 'Bioinform.' } },ASK { <https://dblp.org/rec/journals/bioinformatics/KinjoN05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/02/2937> . <https://dblp.org/rec/journals/bioinformatics/KinjoN05> <https://dblp.org/rdf/schema#publishedIn> 'Bioinform.' FILTER NOT EXISTS { <https://dblp.org/rec/journals/bioinformatics/KinjoN05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/02/2937> . <https://dblp.org/rec/journals/bioinformatics/KinjoN05> <https://dblp.org/rdf/schema#publishedIn> 'Bioinform.' } },1.0,1.0,"(1.0, 1.0, 1.0)"
"Did the authors Randa Hammami and Kacem, Ahmed Hadj not co-author the paper 'Interoperability of healthcare information systems'?",ASK { <https://dblp.org/rec/conf/isncc/HammamiBK14> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/178/3025> . <https://dblp.org/rec/conf/isncc/HammamiBK14> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/09/5212> FILTER NOT EXISTS { <https://dblp.org/rec/conf/isncc/HammamiBK14> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/178/3025> . <https://dblp.org/rec/conf/isncc/HammamiBK14> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/09/5212> } },ASK { <https://dblp.org/rec/conf/isncc/HammamiBK14> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/178/3025> . <https://dblp.org/rec/conf/isncc/HammamiBK14> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/09/5212> FILTER NOT EXISTS { <https://dblp.org/rec/conf/isncc/HammamiBK14> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/178/3025> . <https://dblp.org/rec/conf/isncc/HammamiBK14> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/09/5212> } },1.0,1.0,"(1.0, 1.0, 1.0)"
"Did the author Estraillier, P. not publish in LPAR (short papers)?",ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/21/6118> . ?x <https://dblp.org/rdf/schema#publishedIn> 'LPAR (short papers)' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/21/6118> . ?x <https://dblp.org/rdf/schema#publishedIn> 'LPAR (short papers)' } },ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/21/6118> . ?x <https://dblp.org/rdf/schema#publishedIn> 'LPAR (short papers)' },0.31140322391459774,0.8823529411764706,"(0.9393963813781738, 0.9570605754852295, 0.9481462240219116)"
Did Valentin G. not publish in Advances in Modal Logic?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/6878> . ?x <https://dblp.org/rdf/schema#publishedIn> 'Advances in Modal Logic' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/6878> . ?x <https://dblp.org/rdf/schema#publishedIn> 'Advances in Modal Logic' } },ASK { ?publication <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/6878> . ?publication <https://dblp.org/rdf/schema#publishedIn> 'Advances in Modal Logic' },0.16611358241134278,0.84,"(0.9276677966117859, 0.9413868188858032, 0.9344769716262817)"
Was the paper 'Lessons Learned Reimplementing an ISP Mail Service Infrastructure to Cope with Spam' not published by Douglas Hughes in LISA?,ASK { <https://dblp.org/rec/conf/lisa/Hughes04> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/1809> . <https://dblp.org/rec/conf/lisa/Hughes04> <https://dblp.org/rdf/schema#publishedIn> 'LISA' FILTER NOT EXISTS { <https://dblp.org/rec/conf/lisa/Hughes04> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/1809> . <https://dblp.org/rec/conf/lisa/Hughes04> <https://dblp.org/rdf/schema#publishedIn> 'LISA' } },ASK { <https://dblp.org/rec/conf/lisa/Hughes04> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/1809> . <https://dblp.org/rec/conf/lisa/Hughes04> <https://dblp.org/rdf/schema#publishedIn> 'LISA' FILTER NOT EXISTS { <https://dblp.org/rec/conf/lisa/Hughes04> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/1809> . <https://dblp.org/rec/conf/lisa/Hughes04> <https://dblp.org/rdf/schema#publishedIn> 'LISA' } },1.0,1.0,"(1.0, 1.0, 1.0)"
Didn't Chip-Hong Chang publish the paper 'Efficient structural adder pipelining in transposed form FIR filters' in DSP?,ASK { <https://dblp.org/rec/conf/icdsp/FaustKCZ15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/137> . <https://dblp.org/rec/conf/icdsp/FaustKCZ15> <https://dblp.org/rdf/schema#publishedIn> 'DSP' FILTER NOT EXISTS { <https://dblp.org/rec/conf/icdsp/FaustKCZ15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/137> . <https://dblp.org/rec/conf/icdsp/FaustKCZ15> <https://dblp.org/rdf/schema#publishedIn> 'DSP' } },ASK { <https://dblp.org/rec/conf/icdsp/FaustKCZ15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/137> },0.055258154891207195,0.7843137254901961,"(0.8838406801223755, 0.9185724854469299, 0.9008718729019165)"
"Did Luo, Haijun not publish in LSMS/ICSEE?",ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/57/8495> . ?x <https://dblp.org/rdf/schema#publishedIn> 'LSMS/ICSEE' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/57/8495> . ?x <https://dblp.org/rdf/schema#publishedIn> 'LSMS/ICSEE' } },ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/57/8495> . ?x <https://dblp.org/rdf/schema#publishedIn> 'LSMS/ICSEE' },0.301194211912202,0.8823529411764706,"(0.9329853057861328, 0.9509260058403015, 0.9418702125549316)"
Have Sreekumar Muthuswamy and Madhevan Balasundaram not co-authored the paper 'Implementation of Role Assignment and Fault Tree Analysis for Multi robot Interaction'?,ASK { <https://dblp.org/rec/journals/ijra/BalasundaramM17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/201/0045> . <https://dblp.org/rec/journals/ijra/BalasundaramM17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/201/0089> FILTER NOT EXISTS { <https://dblp.org/rec/journals/ijra/BalasundaramM17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/201/0045> . <https://dblp.org/rec/journals/ijra/BalasundaramM17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/201/0089> } },ASK { <https://dblp.org/rec/journals/ijra/BalasundaramM17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/201/0045> . <https://dblp.org/rec/journals/ijra/BalasundaramM17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/201/0089> FILTER NOT EXISTS { <https://dblp.org/rec/journals/ijra/BalasundaramM17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/201/0045> . <https://dblp.org/rec/journals/ijra/BalasundaramM17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/201/0089> } },1.0,1.0,"(1.0, 1.0, 1.0)"
"Didn't Lindgaard, G. publish the paper 'Utility and Experience in the Evolution of Usability' in Maturing Usability?",ASK { <https://dblp.org/rec/series/hci/LindgaardP08> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/241> . <https://dblp.org/rec/series/hci/LindgaardP08> <https://dblp.org/rdf/schema#publishedIn> 'Maturing Usability' FILTER NOT EXISTS { <https://dblp.org/rec/series/hci/LindgaardP08> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/241> . <https://dblp.org/rec/series/hci/LindgaardP08> <https://dblp.org/rdf/schema#publishedIn> 'Maturing Usability' } },ASK { <https://dblp.org/rec/series/hci/LindgaardP08> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/241> . <https://dblp.org/rec/series/hci/LindgaardP08> <https://dblp.org/rdf/schema#publishedIn> 'Maturing Usability' },0.3067205575765568,0.8653846153846154,"(0.9361522197723389, 0.9535636305809021, 0.9447776675224304)"
Did P. A. F. Martins not publish in Comput. Aided Des.?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/39/9716> . ?x <https://dblp.org/rdf/schema#publishedIn> 'Comput. Aided Des.' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/39/9716> . ?x <https://dblp.org/rdf/schema#publishedIn> 'Comput. Aided Des.' } },ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/39/9716> . FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#publishedIn> 'Comput. Aided Des.' } },0.4907647104207935,1.0,"(0.9395958185195923, 0.9536044597625732, 0.946548342704773)"
Has the author Claudia Vega not published in CinC?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/233/4002> . ?x <https://dblp.org/rdf/schema#publishedIn> 'CinC' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/233/4002> . ?x <https://dblp.org/rdf/schema#publishedIn> 'CinC' } },ASK { <https://dblp.org/pid/233/4002> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#publishedIn> <https://dblp.org/conf/cinc/> } },0.21926461740715944,0.9591836734693877,"(0.9181030988693237, 0.927786648273468, 0.9229194521903992)"
Has the paper 'An Immersive System with Multi-Modal Human-Computer Interaction' not been published by Hui Su in FG?,ASK { <https://dblp.org/rec/conf/fgr/ZhaoWDRSJ18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/89/1838> . <https://dblp.org/rec/conf/fgr/ZhaoWDRSJ18> <https://dblp.org/rdf/schema#publishedIn> 'FG' FILTER NOT EXISTS { <https://dblp.org/rec/conf/fgr/ZhaoWDRSJ18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/89/1838> . <https://dblp.org/rec/conf/fgr/ZhaoWDRSJ18> <https://dblp.org/rdf/schema#publishedIn> 'FG' } },ASK { <https://dblp.org/rec/conf/fgr/ZhaoWDRSJ18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/89/1838> . <https://dblp.org/rec/conf/fgr/ZhaoWDRSJ18> <https://dblp.org/rdf/schema#publishedIn> 'FG' FILTER NOT EXISTS { <https://dblp.org/rec/conf/fgr/ZhaoWDRSJ18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/89/1838> . <https://dblp.org/rec/conf/fgr/ZhaoWDRSJ18> <https://dblp.org/rdf/schema#publishedIn> 'FG' } },1.0,1.0,"(1.0, 1.0, 1.0)"
"Did Zhang, Youjun not publish in HPCC/SmartCity/DSS?",ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/166/8927> . ?x <https://dblp.org/rdf/schema#publishedIn> 'HPCC/SmartCity/DSS' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/166/8927> . ?x <https://dblp.org/rdf/schema#publishedIn> 'HPCC/SmartCity/DSS' } },"ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/166/8927> . ?x <https://dblp.org/rdf/schema#publishedIn> 'HPCC' . } 
ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/166/8927> . ?x <https://dblp.org/rdf/schema#publishedIn> 'SmartCity' . }
ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/166/8927> . ?x <https://dblp.org/rdf/schema#publishedIn> 'DSS' . }",0.38634042246831324,0.8363636363636363,"(0.9539978504180908, 0.9557929039001465, 0.9548945426940918)"
Did A. Katbab not publish in Robotics Auton. Syst.?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/70/2479> . ?x <https://dblp.org/rdf/schema#publishedIn> 'Robotics Auton. Syst.' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/70/2479> . ?x <https://dblp.org/rdf/schema#publishedIn> 'Robotics Auton. Syst.' } },SELECT (COUNT(?paper) AS ?count) WHERE { ?paper <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/70/2479> . FILTER NOT EXISTS { ?paper <https://dblp.org/rdf/schema#publishedIn> 'Robotics Auton. Syst.' } },0.3203311844471079,0.8545454545454545,"(0.9176419377326965, 0.9109506607055664, 0.9142841100692749)"
Didn't Yu-Yung Li publish the paper 'Extracting relevant features for diagnosing machine tool faults in cloud architecture' in CASE?,ASK { <https://dblp.org/rec/conf/case/LiYTC15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/169/2532> . <https://dblp.org/rec/conf/case/LiYTC15> <https://dblp.org/rdf/schema#publishedIn> 'CASE' FILTER NOT EXISTS { <https://dblp.org/rec/conf/case/LiYTC15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/169/2532> . <https://dblp.org/rec/conf/case/LiYTC15> <https://dblp.org/rdf/schema#publishedIn> 'CASE' } },ASK { <https://dblp.org/rec/conf/case/LiYTC15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/169/2532> },0.055258154891207195,0.84,"(0.8769913911819458, 0.9165354371070862, 0.8963274359703064)"
