Question,GT SPARQL,Generated SPARQL,BLEU,Jaccard,BERTScore
"Did the author Estraillier, P. not publish in LPAR (short papers)?",ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/21/6118> . ?x <https://dblp.org/rdf/schema#publishedIn> 'LPAR (short papers)' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/21/6118> . ?x <https://dblp.org/rdf/schema#publishedIn> 'LPAR (short papers)' } },"```sparql
ASK { 
?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/21/6118> . 
?x <https://dblp.org/rdf/schema#publishedIn> 'LPAR (short papers)' 
}
```",0.355869171546355,0.8333333333333334,"(0.9229249954223633, 0.9023237228393555, 0.9125081300735474)"
Did Valentin G. not publish in Advances in Modal Logic?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/6878> . ?x <https://dblp.org/rdf/schema#publishedIn> 'Advances in Modal Logic' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/6878> . ?x <https://dblp.org/rdf/schema#publishedIn> 'Advances in Modal Logic' } },"```sparql
ASK { 
  ?publication <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/6878> . 
  ?publication <https://dblp.org/rdf/schema#publishedIn> 'Advances in Modal Logic' 
}
```",0.1883297624241463,0.7924528301886793,"(0.9151779413223267, 0.894503116607666, 0.9047223925590515)"
Was the paper 'Lessons Learned Reimplementing an ISP Mail Service Infrastructure to Cope with Spam' not published by Douglas Hughes in LISA?,ASK { <https://dblp.org/rec/conf/lisa/Hughes04> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/1809> . <https://dblp.org/rec/conf/lisa/Hughes04> <https://dblp.org/rdf/schema#publishedIn> 'LISA' FILTER NOT EXISTS { <https://dblp.org/rec/conf/lisa/Hughes04> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/1809> . <https://dblp.org/rec/conf/lisa/Hughes04> <https://dblp.org/rdf/schema#publishedIn> 'LISA' } },"```sparql
ASK { <https://dblp.org/rec/conf/lisa/Hughes04> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/1809> . FILTER NOT EXISTS { <https://dblp.org/rec/conf/lisa/Hughes04> <https://dblp.org/rdf/schema#publishedIn> 'LISA' } }
```",0.5210176575466101,0.9411764705882353,"(0.9316681623458862, 0.9266750812530518, 0.9291648864746094)"
Didn't Chip-Hong Chang publish the paper 'Efficient structural adder pipelining in transposed form FIR filters' in DSP?,ASK { <https://dblp.org/rec/conf/icdsp/FaustKCZ15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/137> . <https://dblp.org/rec/conf/icdsp/FaustKCZ15> <https://dblp.org/rdf/schema#publishedIn> 'DSP' FILTER NOT EXISTS { <https://dblp.org/rec/conf/icdsp/FaustKCZ15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/137> . <https://dblp.org/rec/conf/icdsp/FaustKCZ15> <https://dblp.org/rdf/schema#publishedIn> 'DSP' } },"```sparql
ASK { <https://dblp.org/rec/conf/icdsp/FaustKCZ15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/137> } 
FILTER NOT EXISTS { <https://dblp.org/rec/conf/icdsp/FaustKCZ15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/137> } 
```",0.4304386197638752,0.8888888888888888,"(0.9401143789291382, 0.9362441301345825, 0.9381752610206604)"
"Did Luo, Haijun not publish in LSMS/ICSEE?",ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/57/8495> . ?x <https://dblp.org/rdf/schema#publishedIn> 'LSMS/ICSEE' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/57/8495> . ?x <https://dblp.org/rdf/schema#publishedIn> 'LSMS/ICSEE' } },"```sparql
ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/57/8495> . ?x <https://dblp.org/rdf/schema#publishedIn> 'LSMS/ICSEE' } 
```",0.3507449733337468,0.8333333333333334,"(0.9249650239944458, 0.9167448282241821, 0.9208365678787231)"
Have Sreekumar Muthuswamy and Madhevan Balasundaram not co-authored the paper 'Implementation of Role Assignment and Fault Tree Analysis for Multi robot Interaction'?,ASK { <https://dblp.org/rec/journals/ijra/BalasundaramM17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/201/0045> . <https://dblp.org/rec/journals/ijra/BalasundaramM17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/201/0089> FILTER NOT EXISTS { <https://dblp.org/rec/journals/ijra/BalasundaramM17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/201/0045> . <https://dblp.org/rec/journals/ijra/BalasundaramM17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/201/0089> } },"```sparql
ASK { <https://dblp.org/rec/journals/ijra/BalasundaramM17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/201/0045> . <https://dblp.org/rec/journals/ijra/BalasundaramM17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/201/0089> FILTER NOT EXISTS { <https://dblp.org/rec/journals/ijra/BalasundaramM17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/201/0045> . <https://dblp.org/rec/journals/ijra/BalasundaramM17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/201/0089> } } 
```",0.910879922930628,0.9444444444444444,"(0.9815989136695862, 0.9729872941970825, 0.9772740602493286)"
"Didn't Lindgaard, G. publish the paper 'Utility and Experience in the Evolution of Usability' in Maturing Usability?",ASK { <https://dblp.org/rec/series/hci/LindgaardP08> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/241> . <https://dblp.org/rec/series/hci/LindgaardP08> <https://dblp.org/rdf/schema#publishedIn> 'Maturing Usability' FILTER NOT EXISTS { <https://dblp.org/rec/series/hci/LindgaardP08> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/241> . <https://dblp.org/rec/series/hci/LindgaardP08> <https://dblp.org/rdf/schema#publishedIn> 'Maturing Usability' } },"```sparql
ASK { <https://dblp.org/rec/series/hci/LindgaardP08> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/241> }
```",0.073227522136724,0.7454545454545455,"(0.8663004636764526, 0.8812803626060486, 0.8737262487411499)"
Did P. A. F. Martins not publish in Comput. Aided Des.?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/39/9716> . ?x <https://dblp.org/rdf/schema#publishedIn> 'Comput. Aided Des.' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/39/9716> . ?x <https://dblp.org/rdf/schema#publishedIn> 'Comput. Aided Des.' } },"```sparql
ASK { 
?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/39/9716> . 
?x <https://dblp.org/rdf/schema#publishedIn> 'Comput. Aided Des.' }
```",0.355869171546355,0.7962962962962963,"(0.9219589233398438, 0.9091448783874512, 0.9155070781707764)"
Has the author Claudia Vega not published in CinC?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/233/4002> . ?x <https://dblp.org/rdf/schema#publishedIn> 'CinC' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/233/4002> . ?x <https://dblp.org/rdf/schema#publishedIn> 'CinC' } },"ASK { <https://dblp.org/pid/233/4002> <https://dblp.org/rdf/schema#authoredBy> ?publication . ?publication <https://dblp.org/rdf/schema#journal> <https://dblp.org/rec/journals/cinc> FILTER NOT EXISTS { ?publication <https://dblp.org/rdf/schema#journal> <https://dblp.org/rec/journals/cinc>} } 
",0.14415900493591888,0.9019607843137255,"(0.9160172939300537, 0.9140973091125488, 0.9150563478469849)"
Has the paper 'An Immersive System with Multi-Modal Human-Computer Interaction' not been published by Hui Su in FG?,ASK { <https://dblp.org/rec/conf/fgr/ZhaoWDRSJ18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/89/1838> . <https://dblp.org/rec/conf/fgr/ZhaoWDRSJ18> <https://dblp.org/rdf/schema#publishedIn> 'FG' FILTER NOT EXISTS { <https://dblp.org/rec/conf/fgr/ZhaoWDRSJ18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/89/1838> . <https://dblp.org/rec/conf/fgr/ZhaoWDRSJ18> <https://dblp.org/rdf/schema#publishedIn> 'FG' } },"```sparql
ASK { <https://dblp.org/rec/conf/fgr/ZhaoWDRSJ18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/89/1838> . <https://dblp.org/rec/conf/fgr/ZhaoWDRSJ18> <https://dblp.org/rdf/schema#publishedIn> 'FG' FILTER NOT EXISTS { <https://dblp.org/rec/conf/fgr/ZhaoWDRSJ18> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/89/1838> . <https://dblp.org/rec/conf/fgr/ZhaoWDRSJ18> <https://dblp.org/rdf/schema#publishedIn> 'FG' } }
```",0.910879922930628,0.9444444444444444,"(0.9841574430465698, 0.97535640001297, 0.9797371029853821)"
"Did Zhang, Youjun not publish in HPCC/SmartCity/DSS?",ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/166/8927> . ?x <https://dblp.org/rdf/schema#publishedIn> 'HPCC/SmartCity/DSS' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/166/8927> . ?x <https://dblp.org/rdf/schema#publishedIn> 'HPCC/SmartCity/DSS' } },"```sparql
ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/166/8927> . ?x <https://dblp.org/rdf/schema#publishedIn> ('HPCC'|'SmartCity'|'DSS') }
```",0.2744727746514317,0.7666666666666667,"(0.9203617572784424, 0.9134603142738342, 0.9168980717658997)"
Did A. Katbab not publish in Robotics Auton. Syst.?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/70/2479> . ?x <https://dblp.org/rdf/schema#publishedIn> 'Robotics Auton. Syst.' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/70/2479> . ?x <https://dblp.org/rdf/schema#publishedIn> 'Robotics Auton. Syst.' } },"```sparql
SELECT DISTINCT ?answer WHERE { 
?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/70/2479> .
FILTER NOT EXISTS { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Robotics Auton. Syst.' } 
}
```",0.32229420045323975,0.8245614035087719,"(0.9185194373130798, 0.8892933130264282, 0.9036701917648315)"
Didn't Yu-Yung Li publish the paper 'Extracting relevant features for diagnosing machine tool faults in cloud architecture' in CASE?,ASK { <https://dblp.org/rec/conf/case/LiYTC15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/169/2532> . <https://dblp.org/rec/conf/case/LiYTC15> <https://dblp.org/rdf/schema#publishedIn> 'CASE' FILTER NOT EXISTS { <https://dblp.org/rec/conf/case/LiYTC15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/169/2532> . <https://dblp.org/rec/conf/case/LiYTC15> <https://dblp.org/rdf/schema#publishedIn> 'CASE' } },"```sparql
ASK { <https://dblp.org/rec/conf/case/LiYTC15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/169/2532> } 
```",0.09402599962461784,0.7924528301886793,"(0.8742984533309937, 0.8839223384857178, 0.879084050655365)"
Did the author Jian Pei not publish in ICDM?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/p/JianPei> . ?x <https://dblp.org/rdf/schema#publishedIn> 'ICDM' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/p/JianPei> . ?x <https://dblp.org/rdf/schema#publishedIn> 'ICDM' } },"```sparql
ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/p/JianPei> . ?x <https://dblp.org/rdf/schema#publishedIn> 'ICDM' } 
```",0.3507449733337468,0.7884615384615384,"(0.9224836230278015, 0.9139453172683716, 0.9181946516036987)"
Did the authors Qiming Du and Fran\u00E7ois Petit not co-author the paper 'Wasserstein Random Forests and Applications in Heterogeneous Treatment Effects'?,ASK { <https://dblp.org/rec/conf/aistats/DuBPP21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/267/1458> . <https://dblp.org/rec/conf/aistats/DuBPP21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/123/5074> FILTER NOT EXISTS { <https://dblp.org/rec/conf/aistats/DuBPP21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/267/1458> . <https://dblp.org/rec/conf/aistats/DuBPP21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/123/5074> } },"```sparql
ASK { 
<https://dblp.org/rec/conf/aistats/DuBPP21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/267/1458> . 
<https://dblp.org/rec/conf/aistats/DuBPP21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/123/5074> 
FILTER NOT EXISTS { 
<https://dblp.org/rec/conf/aistats/DuBPP21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/267/1458> . 
<https://dblp.org/rec/conf/aistats/DuBPP21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/123/5074> 
} } 
```",0.910879922930628,0.9454545454545454,"(0.9694325923919678, 0.9487013220787048, 0.958954930305481)"
Did Kun Zhang not publish in IEEE Trans. Instrum. Meas.?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/96/3115-7> . ?x <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Instrum. Meas.' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/96/3115-7> . ?x <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Instrum. Meas.' } },"```sparql
ASK { 
?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/96/3115-7> . 
?x <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Instrum. Meas.' . 
}
```",0.35452697797707167,0.8363636363636363,"(0.919906735420227, 0.905921220779419, 0.9128604531288147)"
"Did Yuan Shi not publish the paper 'Transnational citation, technological diversity and small world in global nanotechnology patenting'?",ASK { <https://dblp.org/rec/journals/scientometrics/GuanS12> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/79/4354> FILTER NOT EXISTS { <https://dblp.org/rec/journals/scientometrics/GuanS12> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/79/4354> } },"```sparql
ASK { <https://dblp.org/rec/journals/scientometrics/GuanS12> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/79/4354> FILTER NOT EXISTS { <https://dblp.org/rec/journals/scientometrics/GuanS12> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/79/4354> } } 
```",0.861173529963367,0.9433962264150944,"(0.9822515845298767, 0.9652657508850098, 0.973684549331665)"
"Has the paper 'Exploiting Method-Level Parallelism in Single-Threaded Java Programs' not been published by Olukotun, K. in IEEE PACT?",ASK { <https://dblp.org/rec/conf/IEEEpact/ChenO98> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/o/KunleOlukotun> . <https://dblp.org/rec/conf/IEEEpact/ChenO98> <https://dblp.org/rdf/schema#publishedIn> 'IEEE PACT' FILTER NOT EXISTS { <https://dblp.org/rec/conf/IEEEpact/ChenO98> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/o/KunleOlukotun> . <https://dblp.org/rec/conf/IEEEpact/ChenO98> <https://dblp.org/rdf/schema#publishedIn> 'IEEE PACT' } },"```sparql
ASK { <https://dblp.org/rec/conf/IEEEpact/ChenO98> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/o/KunleOlukotun> . <https://dblp.org/rec/conf/IEEEpact/ChenO98> <https://dblp.org/rdf/schema#publishedIn> 'IEEE PACT' FILTER NOT EXISTS { <https://dblp.org/rec/conf/IEEEpact/ChenO98> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/o/KunleOlukotun> . <https://dblp.org/rec/conf/IEEEpact/ChenO98> <https://dblp.org/rdf/schema#publishedIn> 'IEEE PACT' } } 
```",0.9181891462193902,0.94,"(0.9808589220046997, 0.9719005823135376, 0.9763592481613159)"
"Was the paper 'Design and Implementation of Smart Energy Management System for Reducing Power Consumption Using ZigBee Wireless Communication Module' not co-authored by the authors Park, Sunghoi and Park, S.?",ASK { <https://dblp.org/rec/conf/ant/ParkCKP13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/132/1057> . <https://dblp.org/rec/conf/ant/ParkCKP13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/59/5862> FILTER NOT EXISTS { <https://dblp.org/rec/conf/ant/ParkCKP13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/132/1057> . <https://dblp.org/rec/conf/ant/ParkCKP13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/59/5862> } },"```sparql
ASK { <https://dblp.org/rec/conf/ant/ParkCKP13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/132/1057> . <https://dblp.org/rec/conf/ant/ParkCKP13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/59/5862> FILTER NOT EXISTS { <https://dblp.org/rec/conf/ant/ParkCKP13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/132/1057> . <https://dblp.org/rec/conf/ant/ParkCKP13> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/59/5862> } } 
```",0.910879922930628,0.9464285714285714,"(0.9743626117706299, 0.9654054641723633, 0.9698633551597595)"
Did the authors Christoph B. and Franz Pernkopf not co-author the paper 'Effective metric-based speaker segmentation in the frequency domain'?,ASK { <https://dblp.org/rec/conf/icassp/BoehmP09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/76/5838-3> . <https://dblp.org/rec/conf/icassp/BoehmP09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/97/887> FILTER NOT EXISTS { <https://dblp.org/rec/conf/icassp/BoehmP09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/76/5838-3> . <https://dblp.org/rec/conf/icassp/BoehmP09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/97/887> } },"```sparql
ASK { <https://dblp.org/rec/journals/corr/abs-1604-05329> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/76/5838-3> . <https://dblp.org/rec/journals/corr/abs-1604-05329> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/97/887> FILTER NOT EXISTS { <https://dblp.org/rec/journals/corr/abs-1604-05329> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/76/5838-3> . <https://dblp.org/rec/journals/corr/abs-1604-05329> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/97/887> } }
```",0.41394838791500504,0.8596491228070176,"(0.9502251148223877, 0.9418762922286987, 0.9460322856903076)"
Wasn't the paper 'Predicting Alzheimer's Disease Based on Network Topological Latent Representations' not published by the author Kun Zhao?,ASK { <https://dblp.org/rec/journals/jmihi/SunDZXZG20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/2555-14> FILTER NOT EXISTS { <https://dblp.org/rec/journals/jmihi/SunDZXZG20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/2555-14> } },"```sparql
ASK { <https://dblp.org/rec/journals/jmihi/SunDZXZG20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/2555-14> }
```",0.3213863618224058,0.7962962962962963,"(0.901024341583252, 0.9003849625587463, 0.900704562664032)"
Did the author Pratik Chaudhari not publish in NaBIC?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/21/9322> . ?x <https://dblp.org/rdf/schema#publishedIn> 'NaBIC' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/21/9322> . ?x <https://dblp.org/rdf/schema#publishedIn> 'NaBIC' } },"```sparql
SELECT DISTINCT ?publication WHERE { 
  ?publication <https://dblp.org/rdf/schema#publishedIn> ?venue .
  FILTER(?venue = <https://dblp.org/series/conf/nabic>) .
  ?publication <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/21/9322> 
}
```",4.818006552043224e-155,0.7288135593220338,"(0.9032297134399414, 0.8662886619567871, 0.8843736052513123)"
Did the author D. D. Engel not publish in Oper. Res.?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/178/6254> . ?x <https://dblp.org/rdf/schema#publishedIn> 'Oper. Res.' FILTER NOT EXISTS { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/178/6254> . ?x <https://dblp.org/rdf/schema#publishedIn> 'Oper. Res.' } },"```sparql
ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/178/6254> . ?x <https://dblp.org/rdf/schema#publishedIn> 'Oper. Res.' } 
```",0.35364866931937694,0.8333333333333334,"(0.9262552261352539, 0.9165450930595398, 0.9213745594024658)"
Was the paper 'Adaptive Sampling-Based Motion Planning for Mobile Robots with Differential Constraints' not published by Andrew Wells in TAROS?,ASK { <https://dblp.org/rec/conf/taros/WellsP15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/83/3060> . <https://dblp.org/rec/conf/taros/WellsP15> <https://dblp.org/rdf/schema#publishedIn> 'TAROS' FILTER NOT EXISTS { <https://dblp.org/rec/conf/taros/WellsP15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/83/3060> . <https://dblp.org/rec/conf/taros/WellsP15> <https://dblp.org/rdf/schema#publishedIn> 'TAROS' } },"```sparql
ASK { <https://dblp.org/rec/conf/taros/WellsP15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/83/3060> . <https://dblp.org/rec/conf/taros/WellsP15> <https://dblp.org/rdf/schema#publishedIn> 'TAROS' FILTER NOT EXISTS { <https://dblp.org/rec/conf/taros/WellsP15> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/83/3060> . <https://dblp.org/rec/conf/taros/WellsP15> <https://dblp.org/rdf/schema#publishedIn> 'TAROS' } } 
```",0.910879922930628,0.9433962264150944,"(0.9820358753204346, 0.9716808795928955, 0.9768309593200684)"
"Wasn't the paper 'Accelerated multiple precision matrix multiplication using Strassen's algorithm and Winograd's variant' published by the author Kouya, Tomonori in JSIAM Lett.?",ASK { <https://dblp.org/rec/journals/jsiaml/Kouya14> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/153/2103> . <https://dblp.org/rec/journals/jsiaml/Kouya14> <https://dblp.org/rdf/schema#publishedIn> 'JSIAM Lett.' FILTER NOT EXISTS { <https://dblp.org/rec/journals/jsiaml/Kouya14> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/153/2103> . <https://dblp.org/rec/journals/jsiaml/Kouya14> <https://dblp.org/rdf/schema#publishedIn> 'JSIAM Lett.' } },"```sparql
ASK { <https://dblp.org/rec/journals/jsiaml/Kouya14> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/153/2103> . <https://dblp.org/rec/journals/jsiaml/Kouya14> <https://dblp.org/rdf/schema#publishedIn> 'JSIAM Lett.' FILTER NOT EXISTS { <https://dblp.org/rec/journals/jsiaml/Kouya14> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/153/2103> . <https://dblp.org/rec/journals/jsiaml/Kouya14> <https://dblp.org/rdf/schema#publishedIn> 'JSIAM Lett.' } }
```",0.9181891462193902,0.9444444444444444,"(0.9808809757232666, 0.9721569418907166, 0.9764994382858276)"
"Was the paper 'Complex IRM-Aware Training for Voice Activity Detection Using Attention Model' not co-authored by Wei-Ping Zhu and Zhao, Y.?",ASK { <https://dblp.org/rec/conf/icassp/ZhaoACZ22> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/62/1102> . <https://dblp.org/rec/conf/icassp/ZhaoACZ22> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/6380> FILTER NOT EXISTS { <https://dblp.org/rec/conf/icassp/ZhaoACZ22> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/62/1102> . <https://dblp.org/rec/conf/icassp/ZhaoACZ22> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/6380> } },"ASK { <https://dblp.org/rec/conf/icassp/ZhaoACZ22> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/62/1102> . <https://dblp.org/rec/conf/icassp/ZhaoACZ22> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/6380> FILTER NOT EXISTS { <https://dblp.org/rec/conf/icassp/ZhaoACZ22> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/62/1102> . <https://dblp.org/rec/conf/icassp/ZhaoACZ22> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/6380> } } 
",1.0,0.98,"(1.0, 1.0, 1.0)"
"Didn't Shuang, L. publish the paper 'Smart home R&D system based on virtual reality' in J. Intell. Fuzzy Syst.?",ASK { <https://dblp.org/rec/journals/jifs/ZhouHS21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/179/5454> . <https://dblp.org/rec/journals/jifs/ZhouHS21> <https://dblp.org/rdf/schema#publishedIn> 'J. Intell. Fuzzy Syst.' FILTER NOT EXISTS { <https://dblp.org/rec/journals/jifs/ZhouHS21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/179/5454> . <https://dblp.org/rec/journals/jifs/ZhouHS21> <https://dblp.org/rdf/schema#publishedIn> 'J. Intell. Fuzzy Syst.' } },"```sparql
ASK { 
  <https://dblp.org/rec/journals/jifs/ZhouHS21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/179/5454> .
  <https://dblp.org/rec/journals/jifs/ZhouHS21> <https://dblp.org/rdf/schema#publishedIn> 'J. Intell. Fuzzy Syst.' 
FILTER NOT EXISTS {
    <https://dblp.org/rec/journals/jifs/ZhouHS21> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/179/5454> .
    <https://dblp.org/rec/journals/jifs/ZhouHS21> <https://dblp.org/rdf/schema#publishedIn> 'J. Intell. Fuzzy Syst.' 
  }
}
```",0.9297121915433835,0.9464285714285714,"(0.9716314673423767, 0.9479144811630249, 0.9596264958381653)"
